Source,Target,Label
http://example.org/entity//m/09hyvp,http://example.org/entity//m/0dgrmp,http://example.org/relation//soccer/football_team/current_roster./soccer/football_roster_position/position
http://example.org/entity//m/0278x6s,http://example.org/entity//m/09c7w0,http://example.org/relation//people/person/nationality
http://example.org/entity//m/03nymk,http://example.org/entity//m/02h40lc,http://example.org/relation//tv/tv_program/languages
http://example.org/entity//m/09v71cj,http://example.org/entity//m/06t2t,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/040nwr,http://example.org/entity//m/02hrh1q,http://example.org/relation//people/person/profession
http://example.org/entity//m/01bfjy,http://example.org/entity//m/051kd,http://example.org/relation//tv/tv_network/programs./tv/tv_network_duration/program
http://example.org/entity//m/0dsvzh,http://example.org/entity//m/07s9rl0,http://example.org/relation//film/film/genre
http://example.org/entity//m/0164qt,http://example.org/entity//m/03y1mlp,http://example.org/relation//film/film/costume_design_by
http://example.org/entity//m/0f4_l,http://example.org/entity//m/02x4wr9,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award
http://example.org/entity//m/09gmmt6,http://example.org/entity//m/06mkj,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/0k269,http://example.org/entity//m/0f4_2k,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/0gh8zks,http://example.org/entity//m/08qxx9,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0p_pd,http://example.org/entity//m/02x4w6g,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/0d6d2,http://example.org/entity//m/0gq9h,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/0ksrf8,http://example.org/entity//m/0f6_dy,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0pz7h,http://example.org/entity//m/01svq8,http://example.org/relation//influence/influence_node/influenced_by
http://example.org/entity//m/08959,http://example.org/entity//m/0fj9f,http://example.org/relation//people/person/profession
http://example.org/entity//m/0dj0m5,http://example.org/entity//m/01pj3h,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0736qr,http://example.org/entity//m/03pmty,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/02swsm,http://example.org/entity//m/04cr6qv,http://example.org/relation//music/record_label/artist
http://example.org/entity//m/01mhwk,http://example.org/entity//m/015cxv,http://example.org/relation//award/award_ceremony/awards_presented./award/award_honor/award_winner
http://example.org/entity//m/05q96q6,http://example.org/entity//m/04wvhz,http://example.org/relation//film/film/produced_by
http://example.org/entity//m/05szp,http://example.org/entity//m/01pfkw,http://example.org/relation//base/popstra/celebrity/friendship./base/popstra/friendship/participant
http://example.org/entity//m/0b78hw,http://example.org/entity//m/0kyk,http://example.org/relation//people/person/profession
http://example.org/entity//m/04vvh9,http://example.org/entity//m/07ssc,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/03fqv5,http://example.org/entity//m/05zppz,http://example.org/relation//people/person/gender
http://example.org/entity//m/02j416,http://example.org/entity//m/02stgt,http://example.org/relation//education/educational_institution/students_graduates./education/education/major_field_of_study
http://example.org/entity//m/040nwr,http://example.org/entity//m/03k50,http://example.org/relation//people/person/languages
http://example.org/entity//m/0hm10,http://example.org/entity//m/07s8z_l,http://example.org/relation//tv/tv_network/programs./tv/tv_network_duration/program
http://example.org/entity//m/01v8y9,http://example.org/entity//m/0l14md,http://example.org/relation//music/performance_role/track_performances./music/track_contribution/role
http://example.org/entity//m/083q7,http://example.org/entity//m/060c4,http://example.org/relation//government/politician/government_positions_held./government/government_position_held/basic_title
http://example.org/entity//m/03_3d,http://example.org/entity//m/02lf_x,http://example.org/relation//location/location/contains
http://example.org/entity//m/0356dp,http://example.org/entity//m/0dnqr,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/01vswwx,http://example.org/entity//m/01vdm0,http://example.org/relation//music/artist/track_contributions./music/track_contribution/role
http://example.org/entity//m/02_l96,http://example.org/entity//m/0kv2hv,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/026fd,http://example.org/entity//m/05zppz,http://example.org/relation//people/person/gender
http://example.org/entity//m/07gp9,http://example.org/entity//m/05ztjjw,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award
http://example.org/entity//m/04jpl,http://example.org/entity//m/07ssc,http://example.org/relation//base/biblioness/bibs_location/country
http://example.org/entity//m/03x22w,http://example.org/entity//m/0828jw,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/02qny_,http://example.org/entity//m/05zppz,http://example.org/relation//people/person/gender
http://example.org/entity//m/0m63c,http://example.org/entity//m/06qd3,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/01wd02c,http://example.org/entity//m/07ssc,http://example.org/relation//people/person/nationality
http://example.org/entity//m/0m0fw,http://example.org/entity//m/03f0fnk,http://example.org/relation//music/genre/artists
http://example.org/entity//m/025vwmy,http://example.org/entity//m/0265vcb,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/0gkz15s,http://example.org/entity//m/01ls2,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/099cng,http://example.org/entity//m/02mt51,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/02q636,http://example.org/entity//m/09nqf,http://example.org/relation//organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency
http://example.org/entity//m/06y3r,http://example.org/entity//m/0d6lp,http://example.org/relation//people/person/place_of_birth
http://example.org/entity//m/016tw3,http://example.org/entity//m/011yhm,http://example.org/relation//film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
http://example.org/entity//m/0gn30,http://example.org/entity//m/0gffmn8,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/040nwr,http://example.org/entity//m/0d1pc,http://example.org/relation//people/person/profession
http://example.org/entity//m/043hg,http://example.org/entity//m/01g63y,http://example.org/relation//people/person/spouse_s./people/marriage/type_of_union
http://example.org/entity//m/01pcrw,http://example.org/entity//m/02hrh1q,http://example.org/relation//people/person/profession
http://example.org/entity//m/02tn0_,http://example.org/entity//m/04kzqz,http://example.org/relation//tv/tv_producer/programs_produced./tv/tv_producer_term/program
http://example.org/entity//m/01yhvv,http://example.org/entity//m/01qrbf,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/01w4c9,http://example.org/entity//m/01w4dy,http://example.org/relation//music/performance_role/track_performances./music/track_contribution/role
http://example.org/entity//m/03_3d,http://example.org/entity//m/0swbd,http://example.org/relation//olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics
http://example.org/entity//m/01g23m,http://example.org/entity//m/01pcq3,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/03n52j,http://example.org/entity//m/07_hy,http://example.org/relation//base/eating/practicer_of_diet/diet
http://example.org/entity//m/02wypbh,http://example.org/entity//m/026dx,http://example.org/relation//award/award_category/winners./award/award_honor/award_winner
http://example.org/entity//m/01y0y6,http://example.org/entity//m/0ckd1,http://example.org/relation//tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type
http://example.org/entity//m/03k8th,http://example.org/entity//m/03rjj,http://example.org/relation//film/film/featured_film_locations
http://example.org/entity//m/04hhv,http://example.org/entity//m/09nqf,http://example.org/relation//location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency
http://example.org/entity//m/0tbql,http://example.org/entity//m/0488g,http://example.org/relation//base/biblioness/bibs_location/state
http://example.org/entity//m/01qxc7,http://example.org/entity//m/0vgkd,http://example.org/relation//film/film/genre
http://example.org/entity//m/0127m7,http://example.org/entity//m/03knl,http://example.org/relation//base/popstra/celebrity/dated./base/popstra/dated/participant
http://example.org/entity//m/05dptj,http://example.org/entity//m/0bpbhm,http://example.org/relation//award/award_nominated_work/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/07k2p6,http://example.org/entity//m/058kh7,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/04gqr,http://example.org/entity//m/07t65,http://example.org/relation//organization/organization_member/member_of./organization/organization_membership/organization
http://example.org/entity//m/064t9,http://example.org/entity//m/04gycf,http://example.org/relation//music/genre/artists
http://example.org/entity//m/087r4,http://example.org/entity//m/04n6k,http://example.org/relation//user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy
http://example.org/entity//m/013zdg,http://example.org/entity//m/02bq1j,http://example.org/relation//education/educational_degree/people_with_this_degree./education/education/institution
http://example.org/entity//m/059rby,http://example.org/entity//m/04pk9,http://example.org/relation//location/statistical_region/religions./location/religion_percentage/religion
http://example.org/entity//m/0p9sw,http://example.org/entity//m/0_92w,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/05148p4,http://example.org/entity//m/03gvt,http://example.org/relation//music/performance_role/regular_performances./music/group_membership/role
http://example.org/entity//m/08xvpn,http://example.org/entity//m/029j_,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium
http://example.org/entity//m/0gqng,http://example.org/entity//m/0fz2y7,http://example.org/relation//award/award_category/winners./award/award_honor/ceremony
http://example.org/entity//m/025jfl,http://example.org/entity//m/03mz5b,http://example.org/relation//film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
http://example.org/entity//m/015np0,http://example.org/entity//m/027dtxw,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/0b44shh,http://example.org/entity//m/035qy,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/02yy_j,http://example.org/entity//m/0np9r,http://example.org/relation//people/person/profession
http://example.org/entity//m/0cnl80,http://example.org/entity//m/0bt4r4,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/07s9rl0,http://example.org/entity//m/07s846j,http://example.org/relation//media_common/netflix_genre/titles
http://example.org/entity//m/0gps0z,http://example.org/entity//m/02zsn,http://example.org/relation//people/person/gender
http://example.org/entity//m/026ck,http://example.org/entity//m/05zppz,http://example.org/relation//people/person/gender
http://example.org/entity//m/0jz71,http://example.org/entity//m/0jgd,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/0k4fz,http://example.org/entity//m/06l6nj,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award_winner
http://example.org/entity//m/060c4,http://example.org/entity//m/05zl0,http://example.org/relation//organization/role/leaders./organization/leadership/organization
http://example.org/entity//m/09lhln,http://example.org/entity//m/02b0zt,http://example.org/relation//sports/pro_athlete/teams./sports/sports_team_roster/team
http://example.org/entity//m/0w0d,http://example.org/entity//m/05b4w,http://example.org/relation//olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
http://example.org/entity//m/0dc7hc,http://example.org/entity//m/04jpl,http://example.org/relation//film/film/featured_film_locations
http://example.org/entity//m/059_c,http://example.org/entity//m/0cv3w,http://example.org/relation//location/location/contains
http://example.org/entity//m/03cglm,http://example.org/entity//m/02hrh1q,http://example.org/relation//people/person/profession
http://example.org/entity//m/02z3r8t,http://example.org/entity//m/07s9rl0,http://example.org/relation//film/film/genre
http://example.org/entity//m/0196pc,http://example.org/entity//m/0n1h,http://example.org/relation//people/profession/specialization_of
http://example.org/entity//m/04vmqg,http://example.org/entity//m/0dgst_d,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/058vfp4,http://example.org/entity//m/09c7w0,http://example.org/relation//people/person/nationality
http://example.org/entity//m/0473rc,http://example.org/entity//m/014kbl,http://example.org/relation//film/film/other_crew./film/film_crew_gig/film_crew_role
http://example.org/entity//m/059g4,http://example.org/entity//m/020d5,http://example.org/relation//location/location/contains
http://example.org/entity//m/01f1kd,http://example.org/entity//m/02lq67,http://example.org/relation//olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal
http://example.org/entity//m/09q17,http://example.org/entity//m/0372j5,http://example.org/relation//media_common/netflix_genre/titles
http://example.org/entity//m/026c1,http://example.org/entity//m/078mgh,http://example.org/relation//base/popstra/celebrity/canoodled./base/popstra/canoodled/participant
http://example.org/entity//m/01q32bd,http://example.org/entity//m/01vw20h,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/09gdm7q,http://example.org/entity//m/0jgd,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/05qb8vx,http://example.org/entity//m/08nhfc1,http://example.org/relation//award/award_ceremony/awards_presented./award/award_honor/honored_for
http://example.org/entity//m/021mlp,http://example.org/entity//m/0k4kk,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/033pf1,http://example.org/entity//m/0f3zf_,http://example.org/relation//film/film/cinematography
http://example.org/entity//m/01pcrw,http://example.org/entity//m/0d1pc,http://example.org/relation//people/person/profession
http://example.org/entity//m/0h1_w,http://example.org/entity//m/04ztj,http://example.org/relation//people/person/spouse_s./people/marriage/type_of_union
http://example.org/entity//m/03f2_rc,http://example.org/entity//m/02xwgr,http://example.org/relation//people/person/spouse_s./people/marriage/spouse
http://example.org/entity//m/0gwjw0c,http://example.org/entity//m/05hj_k,http://example.org/relation//film/film/produced_by
http://example.org/entity//m/02lfns,http://example.org/entity//m/08w7vj,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/01wwnh2,http://example.org/entity//m/01vw8mh,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/01mh_q,http://example.org/entity//m/01ycfv,http://example.org/relation//award/award_ceremony/awards_presented./award/award_honor/award_winner
http://example.org/entity//m/01k8rb,http://example.org/entity//m/0306bt,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/0778_3,http://example.org/entity//m/0778_3,http://example.org/relation//education/educational_institution/campuses
http://example.org/entity//m/04rs03,http://example.org/entity//m/0cbd2,http://example.org/relation//people/person/profession
http://example.org/entity//m/03xq0f,http://example.org/entity//m/0dr3sl,http://example.org/relation//film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
http://example.org/entity//m/016t_3,http://example.org/entity//m/07tgn,http://example.org/relation//education/educational_degree/people_with_this_degree./education/education/institution
http://example.org/entity//m/060bp,http://example.org/entity//m/03__y,http://example.org/relation//government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office
http://example.org/entity//m/0hkqn,http://example.org/entity//m/08mbj5d,http://example.org/relation//common/topic/webpage./common/webpage/category
http://example.org/entity//m/0f6_j,http://example.org/entity//m/0cymp,http://example.org/relation//location/location/adjoin_s./location/adjoining_relationship/adjoins
http://example.org/entity//m/047p7fr,http://example.org/entity//m/0345h,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/03gvt,http://example.org/entity//m/01wzlxj,http://example.org/relation//music/instrument/instrumentalists
http://example.org/entity//m/0fhxv,http://example.org/entity//m/01vj9c,http://example.org/relation//music/artist/track_contributions./music/track_contribution/role
http://example.org/entity//m/045zr,http://example.org/entity//m/025mb9,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/0gy6z9,http://example.org/entity//m/02wgln,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/047p7fr,http://example.org/entity//m/09nqf,http://example.org/relation//film/film/estimated_budget./measurement_unit/dated_money_value/currency
http://example.org/entity//m/0hv81,http://example.org/entity//m/0ch6mp2,http://example.org/relation//film/film/other_crew./film/film_crew_gig/film_crew_role
http://example.org/entity//m/05kkh,http://example.org/entity//m/0yzyn,http://example.org/relation//location/location/contains
http://example.org/entity//m/02qfyk,http://example.org/entity//m/02sdk9v,http://example.org/relation//soccer/football_team/current_roster./soccer/football_roster_position/position
http://example.org/entity//m/070w7s,http://example.org/entity//m/02_2v2,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0k611,http://example.org/entity//m/02rx2m5,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/02_xgp2,http://example.org/entity//m/01g6l8,http://example.org/relation//education/educational_degree/people_with_this_degree./education/education/institution
http://example.org/entity//m/0gd9k,http://example.org/entity//m/02qzh2,http://example.org/relation//film/director/film
http://example.org/entity//m/03ndd,http://example.org/entity//m/0jtg0,http://example.org/relation//music/performance_role/regular_performances./music/group_membership/role
http://example.org/entity//m/01w02sy,http://example.org/entity//m/01nfys,http://example.org/relation//base/popstra/celebrity/dated./base/popstra/dated/participant
http://example.org/entity//m/025t9b,http://example.org/entity//m/084qpk,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/0d02km,http://example.org/entity//m/016ywr,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0bwfn,http://example.org/entity//m/06pcz0,http://example.org/relation//education/educational_institution/students_graduates./education/education/student
http://example.org/entity//m/02t_99,http://example.org/entity//m/02zsn,http://example.org/relation//people/person/gender
http://example.org/entity//m/03r0g9,http://example.org/entity//m/03kpvp,http://example.org/relation//film/film/produced_by
http://example.org/entity//m/01lbp,http://example.org/entity//m/0p3r8,http://example.org/relation//base/popstra/celebrity/friendship./base/popstra/friendship/participant
